Code,Department,Procedure,Trunk Description,Branch Description,Stem Description,Stem Child Description,Code Description (Leaf)
35907,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,"Repair, Excision, Exploration, Revision Procedures on Arteries and Veins",,,EXCISION INFECTED GRAFT ABDOMEN
36000,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intravenous Vascular Introduction and Injection Procedures,,INTRODUCTION NEEDLE/INTRACATHETER VEIN
36002,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intravenous Vascular Introduction and Injection Procedures,,INJECTION PX PRQ TX EXTREMITY PSEUDOANEURYSM
36005,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intravenous Vascular Introduction and Injection Procedures,,NJX PX XTR VNGRPH W/INTRO NDL/INTRACATH
36010,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intravenous Vascular Introduction and Injection Procedures,,INTRO CATHETER SUPERIOR/INFERIOR VENA CAVA
36011,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intravenous Vascular Introduction and Injection Procedures,,SLCTV CATH PLMT VEN SYS 1ST ORDER BRANCH
36012,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intravenous Vascular Introduction and Injection Procedures,,SLCTV CATH PLMT VEN SYS 2ND ORDER/> SLCTV BRANC
36013,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intravenous Vascular Introduction and Injection Procedures,,INTRO CATHETER RIGHT HEART/MAIN PULMONARY ARTERY
36014,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intravenous Vascular Introduction and Injection Procedures,,SLCTV CATHETER PLMT LEFT/RIGHT PULMONARY ARTERY
36015,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intravenous Vascular Introduction and Injection Procedures,,SLCTV CATH PLMT SEGMENTAL/SUBSEGMENTAL PULM ART
36100,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,INTRO NEEDLE/INTRACATH CAROTID/VERTEBRAL ARTERY
36120,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,INTRO NEEDLE/INTRACATH RETROGRADE BRACHIAL ART
36140,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,INTRO OF NEEDLE OR INTRACATHETER UPR/LXTR ARTERY
36145,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,INTRO NDL/INTRACATH ARVEN SHUNT CREATED DIAL
36147,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,INTRO NDL/CATH AV SHUNT IST ACCESS W/ RAD EVAL
36148,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,INTRO NDL/CATH AV SHUNT ADDL ACCESS THER IVNTJ
36160,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,INTRO NEEDLE/INTRACATH AORTIC TRANSLUMBAR
36200,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,INTRODUCTION CATHETER AORTA
36215,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,SLCTV CATHJ EA 1ST ORD THRC/BRCH/CPHLC BRNCH
36216,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,SLCTV CATHJ 1ST 2ND ORD THRC/BRCH/CPHLC BRNCH
36217,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,SLCTV CATHJ 3RD+ ORD SLCTV THRC/BRCH/CPHLC BRNCH
36218,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,SLCTV CATHJ EA 2ND+ ORD THRC/BRCH/CPHLC BRNCH
36221,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,NONSLCTV CATH THOR AORTA ANGIO INTR/XTRCRANL ART
36222,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,SLCTV CATH CAROTID/INNOM ART ANGIO XTRCRANL ART
36223,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,SLCTV CATH CAROTID/INNOM ART ANGIO INTRCRANL ART
36224,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,SLCTV CATH INTRNL CAROTID ART ANGIO INTRCRNL ART
36225,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,SLCTV CATH SUBCLAVIAN ART ANGIO VERTEBRAL ARTERY
36226,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,SLCTV CATH VERTEBRAL ART ANGIO VERTEBRAL ARTERY
36227,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,SLCTV CATH XTRNL CAROTID ANGIO XTRNL CAROTD CIRC
36228,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,SLCTV CATH INTRCRNL BRNCH ANGIO INTRL CAROT/VERT
36245,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,SLCTV CATHJ EA 1ST ORD ABDL PEL/LXTR ART BRNCH
36246,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,SLCTV CATHJ 2ND ORDER ABDL PEL/LXTR ART BRNCH
36247,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,SLCTV CATHJ 3RD+ ORD SLCTV ABDL PEL/LXTR BRNCH
36248,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,SLCTV CATHJ EA 2ND+ ORD ABDL PEL/LXTR ART BRNCH
36251,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,SLCTV CATH 1STORD W/WO ART PUNCT/FLUORO/S&I UN
36252,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,SLCTV CATH 1STORD W/WO ART PUNCT/FLUOR/S&I BIL
36253,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,SUPSLCTV CATH 2ND+ORD RENAL&ACCESSORY ARTERY/S&I
36254,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,SUPSLCTV CATH 2ND+ORD RENAL&ACCESSORY ARTERY/S&I
36260,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,INSJ IMPLANTABLE INTRA-ARTERIAL INFUSION PUM
36261,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,REVJ IMPLANTED INTRA-ARTERIAL INFUSION PUMP
36262,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,REMOVAL IMPLANTED INTRA-ARTERIAL INFUSION PUMP
36299,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Intra-Arterial-Intra-Aortic Vascular Injection Procedures,,UNLISTED PROCEDURE VASCULAR INJECTION
36400,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Venipuncture and Transfusion Procedures,VNPNXR <3 YEARS PHY/QHP SKILL FEMRAL/JUGLAR VEIN
36405,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Venipuncture and Transfusion Procedures,VNPNXR <3 YEARS PHYS/QHP SKILL SCALP VEIN
36406,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Venipuncture and Transfusion Procedures,VNPNXR <3 YEARS PHYS/QHP SKILL OTHER VEIN
36410,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Venipuncture and Transfusion Procedures,VNPNXR 3 YEARS/> PHYS/QHP SKILL DX/THER PURPOSES
36415,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Venipuncture and Transfusion Procedures,COLLECTION VENOUS BLOOD VENIPUNCTURE
36416,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Venipuncture and Transfusion Procedures,COLLECTION CAPILLARY BLOOD SPECIMEN
36420,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Venipuncture and Transfusion Procedures,VENIPUNCTURE CUTDOWN YOUNGER THAN AGE 1 YR
36425,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Venipuncture and Transfusion Procedures,VENIPUNCTURE CUTDOWN AGE 1 YR/>
36430,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Venipuncture and Transfusion Procedures,TRANSFUSION BLOOD/BLOOD COMPONENTS
36440,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Venipuncture and Transfusion Procedures,PUSH TRANSFUSION BLOOD 2 YR/UNDER
36450,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Venipuncture and Transfusion Procedures,EXCHNG TRANSFUSION BLOOD NEWBORN
36455,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Venipuncture and Transfusion Procedures,EXCHNG TRANSFUSION BLOOD OTHER/THAN NEW BORN
36456,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Venipuncture and Transfusion Procedures,PRTL EXCHANGE TRANSFUSE BLOOD/PLSM/CRYST NEWBORN
36460,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Venipuncture and Transfusion Procedures,TRANSFUSION INTRAUTERINE FETAL
36465,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Sclerotherapy of Telangiectasia and Incompetent Veins,NJX NONCMPND SCLEROSANT SINGLE INCMPTNT VEIN
36466,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Sclerotherapy of Telangiectasia and Incompetent Veins,NJX NONCMPND SCLEROSANT MULTIPLE INCMPTNT VEINS
36468,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Sclerotherapy of Telangiectasia and Incompetent Veins,INJECTIONS SCLEROSANT FOR SPIDER VEINS LIM/TRNK
36469,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Sclerotherapy of Telangiectasia and Incompetent Veins,1/MLT NJXS SCLRSG SLNS SPIDER VEINS FACE
36470,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Sclerotherapy of Telangiectasia and Incompetent Veins,NJX SCLEROSING SOLUTION SINGLE VEIN
36471,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Sclerotherapy of Telangiectasia and Incompetent Veins,NJX SCLEROSING SOLUTION MULTIPLE VEINS SAME LEG
36473,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Endovascular Ablation Therapy of Incompetent Extremity Veins,ENDOVEN ABLTJ INCMPTNT VEIN MCHNCHEM 1ST VEIN
36474,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Endovascular Ablation Therapy of Incompetent Extremity Veins,ENDOVEN ABLTJ INCMPTNT VEIN MCHNCHEM SBSQ VEINS
36475,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Endovascular Ablation Therapy of Incompetent Extremity Veins,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 1ST VEIN
36476,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Endovascular Ablation Therapy of Incompetent Extremity Veins,ENDOVEN ABLTJ INCMPTNT VEIN XTR RF 2ND+ VEINS
36478,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Endovascular Ablation Therapy of Incompetent Extremity Veins,ENDOVEN ABLTJ INCMPTNT VEIN XTR LASER 1ST VEIN
36479,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Endovascular Ablation Therapy of Incompetent Extremity Veins,ENDOVEN ABLTJ INCMPTNT VEIN XTR LASER 2ND+ VEINS
36481,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Percutaneous Portal Vein Catheterization Procedure,PRQ PORTAL VEIN CATHETERIZATION ANY METHOD
36482,Surgery,Surgical Procedures on the Cardiovascular System,Surgical Procedures on Arteries and Veins,Vascular Introduction and Injection Procedures,Venous Procedures,Percutaneous Portal Vein Catheterization Procedure,ENDOVEN ABLTI THER CHEM ADHESIVE 1ST VEIN
